ticker,roe,debt_to_equity,current_ratio,quick_ratio,oper_cash_flow,total_revenue,ebitda_margin,operating_margin,gross_margin,analyst_rating,pb_ratio,eps,market_cap,ev_to_ebitda,price_to_sales,payout_ratio,beta,shares_outstanding,float_shares,revenue_growth,rnd_to_revenue,hist_volatility,sharpe_ratio,max_drawdown,stddev_returns,value_at_risk,avg_volume_30d,volume_growth,turnover_ratio,bid_ask_spread
SYY,0.9361,751.1050,1.2620,0.7200,2932999936.0000,80787996672.0000,0.0551,0.0391,0.1835,2.1000,17.6544,3.8700,33932396544.0000,10.6290,0.4200,0.5271,0.8120,484752000.0000,483215018.0000,1.1000,,65.9234,-2.3665,-28.0028,2.2565,7.8686,9044100.0000,-45.9595,1.8717,1.8600
ALAB,-0.1487,0.3190,11.7050,11.0130,136676000.0000,396289984.0000,-0.2849,0.0010,0.7638,1.6000,11.8063,-0.6400,11594597376.0000,-95.5450,29.2579,0.0000,,164915008.0000,126082432.0000,179.3000,40.0607,38.9667,0.5009,-13.6935,1.5158,3.3824,680750.0000,-30.5562,0.5399,1.4538
FBK,0.0827,,,,,465280000.0000,0.0000,0.3886,0.0000,,1.2877,2.7200,2062918016.0000,,4.4337,0.2574,0.9250,46514500.0000,45591698.0000,20.4000,,52.4438,-1.5805,-45.5113,3.8749,5.9136,3952906.6667,-18.5496,8.6702,3.8468
HLX,0.0564,42.4390,2.2760,2.0530,137986000.0000,1340413056.0000,0.2022,0.0294,0.1698,1.8333,0.6457,0.5500,997825024.0000,4.6440,0.7444,0.0000,1.6970,151530000.0000,141533883.0000,-6.1000,,42.8945,-2.4972,-96.5309,3.5496,3.8364,7940343.3333,-64.7242,5.6102,3.7453
TRML,-0.2614,0.0700,33.8680,32.7090,-84019000.0000,,0.0000,0.0000,0.0000,1.2727,1.3574,-3.2300,379932928.0000,-1.6240,,0.0000,,25688500.0000,15574154.0000,,,17.1643,-4.0488,-68.3344,4.6612,1.9722,249886.6667,50.2687,1.6045,2.9390
ADM,0.0759,51.4380,1.3900,0.3280,2790000128.0000,85530001408.0000,0.0358,0.0158,0.0676,3.0833,1.0474,3.6500,23323578368.0000,11.0120,0.2727,0.5479,0.6740,480156000.0000,474382323.0000,-6.4000,,48.9484,-1.2500,-26.5915,1.7081,4.8120,1481203.3333,-71.3473,0.3122,1.6209
FTDR,1.3222,613.6360,1.3380,1.2490,310000000.0000,1891000064.0000,0.2147,0.1479,0.5457,2.1667,19.9325,3.0700,3910349312.0000,11.2270,2.0679,0.0000,1.2090,73585800.0000,73172245.0000,12.7000,,20.6957,1.8141,-23.8686,1.1834,2.2182,441083.3333,-55.5482,0.6028,1.7111
WNC,-0.1475,111.9200,1.5830,0.6540,134410000.0000,1812354048.0000,-0.0063,0.8258,0.1146,2.0000,0.8392,-1.4300,338869920.0000,-62.7060,0.1870,0.0982,1.5730,42148000.0000,40835530.0000,-26.1000,,64.3526,2.5512,-61.7411,4.9338,5.5062,3838290.0000,-8.0631,9.3994,4.1349
IP,0.0301,55.8040,1.3290,0.8820,995000000.0000,19900999680.0000,0.1150,0.0588,0.2916,2.1538,1.0676,1.1700,23304458240.0000,12.3670,1.1710,1.5812,0.9870,527876000.0000,435614375.0000,27.8000,,65.4009,-1.2026,-43.2887,2.4541,6.1419,9334716.6667,-75.7623,2.1429,1.7500
MEDP,0.6583,25.3280,0.7320,0.6590,581974016.0000,2156580096.0000,0.2251,0.2032,0.6808,2.6667,14.7177,13.1000,8435659776.0000,17.1890,3.9116,0.0000,1.5520,28741600.0000,22546643.0000,9.3000,,24.4418,0.9579,-16.5096,1.1031,2.7495,1516443.3333,-53.8855,6.7258,2.0654
KO,0.3878,180.0500,1.1000,0.7510,1075000064.0000,46890000384.0000,0.3275,0.3324,0.6108,1.6923,11.7633,2.4900,308250279936.0000,22.5560,6.5739,0.7892,0.4740,4304269824.0000,3871257504.0000,-1.5000,,30.2233,2.4186,-17.2947,1.3641,2.4671,2534976.6667,-70.1941,0.0655,1.2596
FCEL,-0.2001,19.6680,6.3390,4.0000,-140348992.0000,114438000.0000,-0.9259,-1.6484,-0.2458,3.3750,0.1202,-7.8800,82043152.0000,-0.7510,0.7169,0.0000,4.0730,22695200.0000,21050677.0000,13.8000,58.3303,108.3613,-1.3626,-91.1259,5.3064,10.2092,1112730.0000,-48.6096,5.2860,12.0301
VECO,0.1022,40.7740,3.9760,2.4870,63815000.0000,717300992.0000,0.1381,0.0330,0.4238,1.7143,1.4223,1.2300,1117595136.0000,11.0550,1.5581,0.0000,1.1290,57936500.0000,56549442.0000,4.7000,16.9949,74.2603,-2.2937,-64.6465,2.7973,6.4927,2070416.6667,-68.4811,3.6613,1.7391
HOPE,0.0444,,,,,448620000.0000,0.0000,0.2942,0.0000,2.5000,0.5617,0.7800,1274574080.0000,,2.8411,0.7179,0.8680,127203000.0000,115313029.0000,-5.8000,,6.5876,-2.0362,-45.3139,3.8645,0.6348,884120.0000,-88.3329,0.7667,0.4792
FSBC,0.1378,,,,,124973000.0000,0.0000,0.5636,0.0000,1.7500,1.4712,2.2600,597964096.0000,,4.7847,0.3540,0.5030,21329200.0000,14378890.0000,20.8000,,103.2516,-0.7478,-88.1667,5.3008,8.2812,3233040.0000,-14.8869,22.4846,10.4110
THRY,-0.5121,158.0670,1.0700,0.8470,73864000.0000,771902976.0000,0.0779,-0.0210,0.6515,1.6667,3.1082,-2.4600,600744192.0000,14.9660,0.7783,0.0000,0.9880,43738200.0000,36848142.0000,-22.4000,,127.7299,-0.8920,-88.1100,11.6981,14.2859,3439243.3333,-63.6016,9.3336,11.2360
PHR,-0.2267,2.5970,1.7830,1.3840,32381000.0000,419812992.0000,-0.0844,-0.4668,0.6786,,5.4413,-1.0200,1441980800.0000,-29.8080,3.4348,0.0000,0.7380,58772400.0000,55551130.0000,45.7000,27.0111,51.3083,2.3072,-45.2361,2.5363,3.7085,386813.3333,-50.0534,0.6963,2.0467
CRDO,0.0089,2.6100,7.6690,6.8120,11418000.0000,327532000.0000,0.0433,0.1940,0.6371,1.4615,12.8054,0.0300,7921216512.0000,557.1680,24.1846,0.0000,2.2920,169800992.0000,148856236.0000,154.4000,26.8596,93.7720,-0.4653,-51.7553,3.2979,8.5751,70090236.6667,-20.3577,47.0859,2.0029
EQH,0.3849,146.5510,1.9020,1.3870,2132999936.0000,15105000448.0000,0.2253,0.0500,0.3199,1.6364,17.2327,3.7100,15281360896.0000,4.6910,1.0117,0.2588,1.1340,303895008.0000,302035382.0000,105.2000,,41.2428,-0.6276,-35.7188,1.7758,3.7151,1922536.6667,-32.8633,0.6365,2.2345
WLK,0.0392,49.9500,2.6350,1.8100,1068000000.0000,12012999680.0000,0.1403,-0.0088,0.1434,2.0588,0.9711,2.9900,10109001728.0000,8.0220,0.8415,0.6940,1.0290,128238000.0000,33186716.0000,-4.3000,,93.4424,-0.2915,-68.9995,5.5807,7.9788,28091110.0000,-10.6861,84.6456,3.8412
BXMT,-0.0201,433.6370,78.7000,78.4110,372359008.0000,123138000.0000,0.0000,0.0149,1.0000,2.2500,0.8570,-0.4600,3199966976.0000,,25.9868,62.0000,1.1660,171580000.0000,158488621.0000,-10.8468,,69.9412,-0.5774,-67.8094,6.9887,6.6445,1202346.6667,-57.7656,0.7586,6.5980
ADCT,,,3.8200,3.3700,-123835000.0000,70837000.0000,-1.8256,-1.9182,-0.6317,1.3333,-0.6244,-1.6200,126948224.0000,-2.5740,1.7921,0.0000,1.5460,99178304.0000,73067395.0000,0.7000,160.2661,37.3218,-2.0286,-48.9362,3.0208,4.2399,639196.6667,-64.4041,0.8748,5.8427
BTU,0.1113,12.5970,2.1520,1.2810,606499968.0000,4236699904.0000,0.1675,0.0394,0.1926,1.6000,0.4840,2.7300,1769407744.0000,2.0710,0.4176,0.1099,0.4870,121567000.0000,120970724.0000,-9.1000,,40.1848,-1.1067,-25.5812,2.5315,3.1704,110523.3333,-52.5273,0.0914,4.1183
CUBI,0.0814,,,,,591500032.0000,0.0000,0.2062,0.0000,2.1250,0.9195,3.9800,1593106944.0000,,2.6933,0.0000,1.5200,31584200.0000,29268982.0000,-30.3000,,45.3337,2.0125,-45.9478,2.8418,3.8875,487723.3333,-36.2506,1.6663,3.5189
FAST,0.3235,13.4350,4.2770,1.9240,1099900032.0000,7610299904.0000,0.2222,0.2010,0.4499,2.9412,12.2260,2.0000,45115293696.0000,28.1160,5.9282,0.8000,1.0090,573620992.0000,572037445.0000,3.4000,,60.0659,-4.2033,-40.0592,1.7341,5.7359,3164240.0000,-4.0698,0.5532,2.2460
CLBK,-0.0015,,,,,176914000.0000,0.0000,0.2527,0.0000,2.0000,1.4453,-0.0100,1590229248.0000,,8.9887,0.0000,0.1810,104931000.0000,27185498.0000,25.9000,,109.6876,-0.9370,-64.7185,3.8832,10.4622,1361770.0000,-23.7307,5.0092,5.8876
GGG,0.2028,2.0310,3.6060,2.3940,628193024.0000,2149411072.0000,0.3125,0.2733,0.5276,2.5000,5.5031,2.8300,13628024832.0000,19.7360,6.3404,0.3675,1.0930,167132992.0000,165327817.0000,7.3000,3.6675,48.0547,-1.1682,-33.9795,2.0687,4.7592,2971290.0000,-70.5432,1.7972,2.9749
ES,,192.4230,,,,12686588928.0000,0.3432,0.2249,0.5367,2.2000,1.4472,2.2800,21793656832.0000,11.7410,1.7179,1.2708,0.6290,367081984.0000,365923085.0000,23.6000,,38.8200,1.1817,-50.0325,1.6510,2.0117,3500040.0000,-20.7795,0.9565,4.2867
STOK,-0.4580,2.0850,5.8110,5.4320,-86851000.0000,36555000.0000,-2.7136,-0.6037,1.0000,,2.0606,-1.6500,476903904.0000,-3.1500,13.0462,0.0000,1.1980,54596900.0000,37304447.0000,707.1000,103.5774,95.2631,0.4513,-86.0990,5.1397,8.3175,787016.6667,-43.7828,2.1097,10.1072
GL,,58.6490,,,,5842352128.0000,0.2587,0.2371,0.3272,2.0000,1.9111,12.2800,10050735104.0000,8.6330,1.7203,0.0806,0.5570,83242800.0000,83132358.0000,4.5000,,69.5796,-1.0256,-30.1155,2.3313,6.5981,4018800.0000,-46.7567,4.8342,2.2762
FFWM,-0.0868,,,,,113564000.0000,0.0000,0.0921,0.0000,2.5000,0.4500,-1.3400,437882112.0000,,3.8558,0.3333,1.0120,82386096.0000,53485861.0000,34.6000,,41.1679,-0.4573,-48.1290,2.4991,5.3559,220840.0000,-74.1344,0.4129,3.0428
PEB,-0.0017,95.8180,1.6420,1.1670,279343008.0000,1459506048.0000,0.2107,-0.0360,0.2469,3.0000,0.4015,-0.4400,1061637312.0000,11.5860,0.7274,1.2637,1.8030,118685000.0000,116036113.0000,2.0000,,128.4200,0.5934,-94.5277,6.0996,6.8587,6545886.6667,58.0290,5.6412,10.1340
WAL,0.1209,,,,-4089499904.0000,3049400064.0000,0.0000,0.3807,0.0000,1.5385,1.1711,7.2800,7858556928.0000,,2.5771,0.2060,1.2970,110404000.0000,105715598.0000,4.7000,,24.4418,0.9579,-16.5096,1.1031,2.7495,1516443.3333,-53.8855,1.4345,2.0654
ED,0.0833,110.2300,1.2830,0.8800,3878000128.0000,15774000128.0000,0.3549,0.2747,0.5335,3.0000,1.6683,5.4100,39710744576.0000,11.6660,2.5175,0.6174,0.2760,360296000.0000,359899798.0000,12.1000,,38.1610,-1.3668,-23.0412,1.5563,4.3325,1565573.3333,-74.5024,0.4350,1.4029
IRTC,-1.1113,848.6720,5.7120,5.4000,47528000.0000,618587008.0000,-0.0944,-0.1949,0.6939,1.3846,48.8564,-3.1400,4234731520.0000,-77.8770,6.8458,0.0000,1.3440,31925300.0000,31561957.0000,20.3000,13.7481,103.9825,-0.2998,-50.6276,4.2807,8.1856,2791410.0000,1.4570,8.8442,6.5548
GEO,0.0243,135.8920,1.4700,1.3570,242236000.0000,2423702016.0000,0.1808,0.1151,0.2679,1.0000,3.1325,0.2200,4375066624.0000,13.7390,1.8051,0.0000,0.8050,142836000.0000,123049277.0000,-0.1000,,37.9948,1.1226,-27.8340,1.7899,3.7005,357120.0000,-58.6032,0.2902,2.1604
EVLV,-0.4127,12.3490,1.2560,0.8430,-30853000.0000,103865000.0000,-0.6394,-0.6482,0.5708,2.3333,5.6174,-0.3400,676765760.0000,-9.5540,6.5158,0.0000,1.6130,163470000.0000,107527510.0000,41.4000,18.5223,32.5576,0.8496,-23.5863,2.1207,3.0246,105906.6667,-60.4966,0.0985,1.8154
ESRT,0.0490,116.8040,3.8340,3.4680,,762038976.0000,0.4222,0.1432,0.5346,2.7143,0.6918,0.3000,2193713920.0000,9.7510,2.8787,0.4667,1.6160,167094000.0000,136205704.0000,-0.6000,,27.6096,0.1273,-14.0702,1.4066,2.9419,166313.3333,-71.7537,0.1221,2.0096
PPC,0.3639,109.6660,1.3450,0.8100,1845991040.0000,17979365376.0000,0.1299,0.0944,0.1381,2.8889,3.5381,5.0800,11073644544.0000,5.3480,0.6159,0.0000,0.5270,237123008.0000,41420656.0000,2.3000,,60.4728,-2.0858,-79.7960,3.2919,6.7184,2287846.6667,-55.0804,5.5234,3.2590
C,0.0644,,,,,71819001856.0000,0.0000,0.2860,0.0000,1.7143,0.6741,6.3300,130823036928.0000,,1.8216,0.3491,1.2850,1867699968.0000,1847715610.0000,2.0000,,26.4206,2.2516,-11.0448,1.1775,2.5500,6205303.3333,-73.0833,0.3358,1.0844
SMTC,-1.3768,106.1960,2.0690,1.2460,57987000.0000,909286976.0000,0.1161,0.1162,0.5121,1.6429,5.4072,-2.2600,2944741888.0000,32.2970,3.2385,0.0000,1.8810,86622800.0000,85497498.0000,30.1000,18.5883,37.6345,-0.4918,-26.4244,1.9289,4.8552,492933.3333,-66.0326,0.5765,2.6016
PSX,0.0656,66.3170,1.2280,0.7870,4614000128.0000,137772007424.0000,0.0238,-0.0048,0.0910,1.8947,1.5934,4.4400,43440934912.0000,18.8970,0.3153,1.0360,0.9880,407436992.0000,406155349.0000,-15.0000,,52.3349,0.8786,-30.0503,3.4296,3.2735,593686.6667,-27.4405,0.1462,2.5150
LMNR,0.0397,30.7640,1.0460,0.7780,15212000.0000,186076992.0000,0.0243,-0.1994,0.1224,,1.5879,0.4300,279520128.0000,79.6600,1.5022,0.6977,0.4270,18045200.0000,16415149.0000,-13.7000,,37.4745,-0.7891,-20.8319,1.4649,2.2500,190380.0000,-32.7884,1.1598,3.6304
WVE,-0.7324,11.6860,2.8880,2.7350,-151026000.0000,108302000.0000,-0.9834,0.2742,-0.4744,1.3077,4.9379,-0.7000,1041648448.0000,-8.6160,9.6180,0.0000,-0.9230,154090000.0000,70126228.0000,188.2000,53.3087,37.4286,0.6742,-23.4621,1.9025,3.8398,72273.3333,-2.9570,0.1031,5.4355
BLD,0.2609,71.4190,2.0840,1.5020,776025984.0000,5329802752.0000,0.1979,0.1663,0.3049,1.8333,3.8514,20.2900,8525882368.0000,9.1590,1.5997,0.0000,1.7250,29245300.0000,28811916.0000,2.0000,,55.7743,-1.7339,-31.6036,2.3417,5.0282,5003426.6667,-66.5292,17.3658,1.6096
PR,0.1266,41.0860,0.8450,0.7540,3411968000.0000,5000734208.0000,0.7287,0.2998,0.7507,1.4500,0.9245,1.4500,9713810432.0000,3.7160,1.9425,0.4897,1.1920,710096000.0000,652021185.0000,15.4000,,51.0131,-1.3726,-33.7158,2.0738,4.2438,493373.3333,-82.5284,0.0757,1.4557
YORW,0.0899,89.0810,0.9000,0.6260,30559000.0000,74959000.0000,0.5540,0.3640,0.7376,,2.1805,1.4200,504204576.0000,16.9420,6.7264,0.5997,0.7910,14389400.0000,13475431.0000,4.3000,,52.2977,-0.6252,-31.2068,2.1461,4.5966,154966.6667,-38.5667,1.1500,2.1159
GPN,0.0703,74.6320,0.9650,0.5790,3532683008.0000,10105893888.0000,0.4356,0.2584,0.6289,2.3333,0.8739,6.1600,19249633280.0000,7.9500,1.9045,0.1623,0.9670,245876000.0000,245506496.0000,3.4000,,43.9708,-0.3625,-42.7410,1.9304,4.6587,3446386.6667,-57.5852,1.4038,1.7097
AMRC,0.0539,224.3910,1.5750,1.1330,68477000.0000,1824350976.0000,0.1004,0.0381,0.1431,2.3077,0.7267,1.0700,735398272.0000,15.9860,0.4031,0.0000,,34603600.0000,30337537.0000,18.2000,,43.6653,-1.0251,-51.8399,2.6107,4.4907,84790.0000,-57.2513,0.2795,2.6566
KFY,0.1436,31.6080,1.9040,1.7550,370404992.0000,2708839936.0000,0.1320,0.1171,0.2383,,1.8390,4.6400,3301464064.0000,8.5440,1.2188,0.3103,1.4190,51645900.0000,51098433.0000,0.0000,,69.9412,-0.5774,-67.8094,6.9887,6.6445,1202346.6667,-57.7656,2.3530,6.5980
RHP,0.3249,364.8890,1.2140,0.8110,667251968.0000,2398387968.0000,0.3136,0.1977,0.3620,1.1667,10.4808,4.7100,5637084160.0000,12.1610,2.3504,0.9554,1.5600,60000900.0000,58125752.0000,11.1000,,69.8622,-1.2544,-44.4702,3.2138,5.8913,1903193.3333,-51.7744,3.2743,3.0405
T,0.1089,119.2460,0.7040,0.4440,40272998400.0000,122934001664.0000,0.3600,0.2209,0.5990,1.9286,1.9406,1.6300,201332883456.0000,8.0060,1.6377,0.6810,0.6120,7195599872.0000,7180419457.0000,2.0000,,26.1458,2.0552,-16.4188,1.2890,1.7453,7754870.0000,-39.3827,0.1080,2.1945
BNL,0.0376,65.1200,1.9270,1.9150,276844992.0000,435124000.0000,0.8463,0.4990,0.9435,2.4545,1.0249,0.6000,3157737216.0000,13.9280,7.2571,1.9333,1.0610,189080000.0000,187151584.0000,3.2000,,25.2290,3.0220,-31.7239,1.4098,2.0993,422863.3333,-45.0722,0.2259,2.3814
CWCO,0.0907,1.6080,6.3270,5.7500,36515532.0000,133966632.0000,0.1850,0.0380,0.3406,,1.7474,1.1200,368471584.0000,11.1530,2.7505,0.3661,0.3970,15916700.0000,14876748.0000,-46.7000,,38.3556,3.0834,-45.5766,2.4709,2.7812,245460.0000,-25.3990,1.6500,2.1249
BOH,0.1003,,,,141454000.0000,640350976.0000,0.0000,0.3469,0.0000,3.1667,1.9925,3.5600,2709714688.0000,,4.2316,0.7865,0.7450,39734800.0000,38831232.0000,8.0000,,62.4067,-1.0043,-47.1160,3.3091,6.4427,652630.0000,4.9848,1.6807,10.3918
GRBK,0.2568,16.8090,9.8050,0.5270,93642000.0000,2149225984.0000,0.2258,0.2027,0.3308,3.0000,1.5971,8.3000,2601754624.0000,6.0220,1.2106,0.0000,1.9470,43926300.0000,30820003.0000,11.2000,0.0295,53.2023,-0.7397,-72.0941,3.1702,5.0526,2375703.3333,6.9286,7.7083,1.7831
PRK,0.1298,,,,181702000.0000,515788000.0000,0.0000,0.4109,0.0000,3.0000,2.0096,9.7600,2570287872.0000,,4.9832,0.4359,0.7660,16191300.0000,13627447.0000,8.1000,,38.3519,-2.2660,-26.2086,1.7975,4.5562,238920.0000,44.0731,1.7532,2.0335
SONO,-0.1295,13.6750,1.6440,1.1080,70678000.0000,1456044032.0000,-0.0095,0.0872,0.4451,2.6000,2.3739,-0.5500,1093181952.0000,-61.5200,0.7508,0.0000,2.0610,119083000.0000,104380717.0000,-10.1000,14.6750,32.6769,1.4300,-15.3277,1.2848,2.7359,670236.6667,-37.3671,0.6421,1.3767
BAC,0.0946,,,,4550000128.0000,97452998656.0000,0.0000,0.3135,0.0000,1.4783,1.1302,3.3500,309742534656.0000,,3.1784,0.3045,1.2800,7531879936.0000,7505213262.0000,5.7000,,30.2233,2.4186,-17.2947,1.3641,2.4671,2534976.6667,-70.1941,0.0338,1.2596
LNT,0.1001,151.5850,0.4360,0.1870,1167000064.0000,3980999936.0000,0.4275,-0.3125,0.4622,2.5000,2.2425,2.6900,15718057984.0000,15.3890,3.9483,0.7138,0.5770,256872992.0000,255950540.0000,1.6000,,27.9369,2.7836,-15.9225,1.8382,2.5399,2103610.0000,-67.4809,0.8219,1.1907
SHEN,-0.0358,53.3290,1.2010,1.0570,67933000.0000,346708000.0000,0.2692,-0.0635,0.6102,2.5000,0.6947,-0.7000,632502336.0000,12.2480,1.8243,1.2857,0.7640,54857100.0000,48246859.0000,26.9000,,110.9938,-0.4707,-80.5237,8.0708,8.7884,51096386.6667,14.5966,105.9061,5.8065
XPOF,,,0.7800,0.4730,11677000.0000,320345984.0000,0.2831,0.2296,0.6633,,-1.2861,-2.2700,400584448.0000,7.4210,1.2505,0.0000,1.5780,33745000.0000,21063966.0000,-6.3000,,73.2121,-4.0414,-81.4582,3.7050,10.4529,270083.3333,107.4684,1.2822,18.8976
MLYS,-0.8224,,14.0210,13.5320,-166314000.0000,,0.0000,0.0000,0.0000,,3.7119,-3.6600,924485824.0000,-3.0190,,0.0000,-0.3110,64876200.0000,32971756.0000,,,47.0537,-2.7052,-62.0342,3.0879,4.5665,758966.6667,-49.9247,2.3019,4.8110
LNC,0.4320,81.2190,2.3250,1.1110,-2007000064.0000,17968001024.0000,0.0533,0.1785,0.2562,,0.7722,18.4100,5633942528.0000,-26.8060,0.3136,0.0978,1.4220,170695008.0000,169694942.0000,606.4000,,69.8622,-1.2544,-44.4702,3.2138,5.8913,1903193.3333,-51.7744,1.1215,3.0405
VNDA,-0.0349,2.2950,4.3900,4.2180,-15757000.0000,198772000.0000,-0.1636,-0.1933,0.9431,2.0000,0.4715,-0.3300,253966176.0000,2.9090,1.2777,0.0000,0.6890,58316000.0000,52515930.0000,17.5000,37.3038,98.8183,-2.7262,-71.3569,4.2792,10.4319,1044540.0000,-24.8817,1.9890,3.7240
SANA,-0.9917,40.6770,3.5390,3.3570,-223152992.0000,,0.0000,0.0000,0.0000,1.6250,1.5237,-1.1600,384438272.0000,-1.4460,,0.0000,1.7550,225476992.0000,134202600.0000,,,103.5086,0.6152,-86.5903,5.2608,7.9752,808636.6667,213.9788,0.6025,18.7303
AHCO,0.0623,134.9920,1.3330,0.9180,541838976.0000,3260975104.0000,0.2057,0.1231,0.2297,1.7778,0.7383,0.6100,1194177920.0000,4.7670,0.3662,0.0000,1.6440,135548000.0000,87565104.0000,-0.2000,,58.4013,0.2724,-55.2982,2.3812,5.1956,223366.6667,-21.3947,0.2551,3.9008
BBY,0.3163,144.8360,1.0260,0.3510,2098000000.0000,41528000512.0000,0.0626,0.0491,0.2260,2.4138,5.0102,4.2800,14087703552.0000,6.3850,0.3392,0.8785,1.2960,211686000.0000,193997185.0000,-4.8000,,35.7660,0.7697,-16.3971,1.5141,3.2076,1949156.6667,-6.2470,1.0047,1.9104
ULH,0.1357,113.9750,1.6400,1.2300,,1736518016.0000,0.1628,0.0410,0.2269,3.0000,0.8997,3.1700,581770176.0000,4.5820,0.3350,0.1325,1.0020,26330400.0000,6674226.0000,-22.3000,,54.5447,-0.2718,-40.4070,2.5139,5.0954,135366.6667,-59.6744,2.0282,3.7804
WWW,0.1671,252.0380,1.2920,0.6780,180100000.0000,1755000064.0000,0.0744,0.0804,0.4453,1.6000,3.7049,0.5800,1148668288.0000,13.7650,0.6545,0.6897,1.6380,81034800.0000,79688408.0000,-6.1000,,39.1976,-0.0589,-26.0847,2.0861,5.0095,172463.3333,-39.2551,0.2164,3.6946
INSW,0.2333,38.3470,2.8740,2.7410,547137984.0000,951612992.0000,0.5593,0.2735,0.6595,1.4286,0.9634,8.3800,1793443456.0000,4.4030,1.8846,0.5453,0.0060,49338200.0000,40078233.0000,-22.4000,,78.5783,-0.9148,-40.7135,3.2698,7.9330,4159783.3333,-42.9344,10.3792,2.9177
LAZ,0.4860,322.7710,7.5060,6.3190,615288000.0000,2939019008.0000,0.0000,0.0919,0.9005,2.7778,6.3130,2.8900,3806850304.0000,,1.2953,0.6920,1.2580,89899200.0000,92155231.0000,-14.4000,,46.6493,0.3812,-30.2893,1.8100,3.7754,1033160.0000,-75.6141,1.1211,1.4964
PD,-0.2663,313.1830,1.9280,1.8370,117891000.0000,467499008.0000,-0.0838,-0.0965,0.8299,2.5833,10.6105,-0.5900,1377197568.0000,-32.9340,2.9459,0.0000,0.9930,91084496.0000,81793840.0000,9.3000,28.4991,41.5826,0.8598,-31.3611,2.1370,3.0991,93940.0000,-56.5603,0.1148,3.5547
AMSF,0.1689,,1.9660,1.2500,14892000.0000,301216000.0000,0.2009,0.1545,0.3058,2.6667,3.4565,2.4800,902031680.0000,13.7090,2.9946,0.6048,0.3970,19050300.0000,18725978.0000,-9.8000,,62.7286,0.8777,-27.0653,2.7933,3.7830,451553.3333,12.5703,2.4114,2.4263
U,-0.1942,68.6790,2.5020,2.3510,315552992.0000,1813255040.0000,-0.0728,-0.2505,0.7432,2.0690,2.7367,-1.6800,8862956544.0000,-74.7490,4.8879,0.0000,2.2940,415516000.0000,322213439.0000,-25.0000,47.6855,27.4648,-1.8511,-32.7971,1.5151,2.8187,2921060.0000,-57.1429,0.9066,1.1015
PSN,0.1326,54.6810,1.2870,1.1890,575238976.0000,6769260032.0000,0.0836,0.0707,0.2121,2.1818,2.6977,2.3500,6623044096.0000,13.6690,0.9784,0.0000,0.5690,106875000.0000,52871055.0000,1.2000,,71.9086,-0.9218,-44.9180,2.3778,6.8126,761956.6667,-25.0097,1.4412,4.2248
WDAY,0.0615,37.2150,1.9010,1.8060,2460999936.0000,8446000128.0000,0.0977,0.0719,0.7550,1.8293,7.3521,1.9600,66701983744.0000,74.4280,7.8975,0.0000,1.2960,216635008.0000,213467660.0000,15.0000,30.4839,38.0396,-0.6483,-12.5615,1.3983,3.6459,2153053.3333,-60.7383,1.0086,1.7975
LMND,-0.3105,18.0650,1.1250,0.6880,-11400000.0000,526500000.0000,-0.3375,-0.2144,0.4739,,3.6140,-2.8500,2160620288.0000,-10.6260,4.1037,0.0000,2.1380,73266200.0000,56794565.0000,29.6000,,95.5756,-0.6065,-75.8579,4.0720,9.8102,1972490.0000,-31.3109,3.4730,8.0060
KDP,0.0613,76.4180,0.4740,0.2410,2343000064.0000,15518000128.0000,0.2685,0.2212,0.5525,1.9048,1.8914,1.1000,46239576064.0000,15.5550,2.9797,0.8227,0.5270,1358189952.0000,1209348916.0000,4.8000,,41.8241,-0.9013,-20.6652,1.5573,4.8009,590733.3333,-59.8700,0.0488,1.5586
EIX,0.1500,210.4590,0.9560,0.5130,5194999808.0000,17332000768.0000,0.3696,0.2346,0.5295,1.7895,1.4150,7.0700,21193109504.0000,9.8650,1.2228,0.4547,0.7700,384764000.0000,383774819.0000,-6.5000,,41.6946,0.0355,-20.0259,1.5768,3.6639,734400.0000,-56.3868,0.1914,1.7989
RL,0.2757,105.6910,1.7550,1.2250,1233900032.0000,6949600256.0000,0.1604,0.1806,0.6808,1.8947,5.7619,10.9600,14622057472.0000,13.6620,2.1040,0.2940,1.4630,39882900.0000,39034984.0000,10.8000,,57.7755,-0.6492,-38.6536,2.3611,6.0542,6000720.0000,-82.8401,15.3727,1.4450
AVDX,0.0123,11.2240,1.2910,0.3310,71934000.0000,438940000.0000,0.0775,0.0198,0.7226,2.5294,2.4985,0.0400,1694245248.0000,40.2120,3.8599,0.0000,1.1380,206238000.0000,186156026.0000,10.9000,21.7199,40.1848,-1.1067,-25.5812,2.5315,3.1704,110523.3333,-52.5273,0.0594,4.1183
GEN,0.2806,396.6060,0.3510,0.3050,2146000000.0000,3900999936.0000,0.5663,0.4239,0.8034,2.0000,7.3984,1.0200,15922321408.0000,10.6520,4.0808,0.4902,0.9940,616300992.0000,521957955.0000,4.0000,8.5193,38.5956,-0.9485,-18.9334,1.6470,4.7004,364050.0000,-31.7608,0.0697,1.7064
JBLU,-0.1130,385.0310,1.0120,0.9330,54000000.0000,9210000384.0000,0.0524,-0.0813,0.2447,3.4375,0.6449,-0.7800,1576812928.0000,15.6660,0.1712,0.0000,1.7950,354340000.0000,318186559.0000,-3.1000,,21.8136,2.8654,-28.9843,1.2779,2.0449,336366.6667,-38.4968,0.1057,2.3454
